"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","270","test_login_com_sucesso","tests.functional","Fri Apr 10 00:31:37 UTC 2026","failed","Fri Apr 10 00:31:37 UTC 2026","","test_login","",""
