"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","144","test_login_com_sucesso","tests.functional","Fri Apr 10 00:38:28 UTC 2026","passed","Fri Apr 10 00:38:28 UTC 2026","","test_login","",""
